dN	dS
0.10320	0.80330
0.11710	0.59160
0.05340	0.87190
0.13710	1.37980
0.01430	1.01640
0.02130	2.89610
0.05310	1.95090
0.03310	0.66930
0.25100	0.83400
0.13890	1.76690
0.05210	0.98190
0.07940	0.74060
0.13500	0.54710
0.01070	1.38690
0.08970	0.78700
0.14660	0.73390
0.07740	0.58960
0.10320	0.59310
0.16960	0.60920
0.02330	0.33690
0.10000	0.81940
0.00000	0.56290
0.04210	0.49040
0.01510	0.62160
0.01280	0.35700
0.07670	0.81080
0.06130	0.71430
0.00890	0.66160
0.03010	0.64400
0.04240	1.41950
0.02220	0.45930
0.09440	1.38000
0.05580	0.71860
0.00000	0.91610
0.02100	0.72430
0.51990	74.42090
0.13820	0.94630
0.02070	0.44040
0.00770	1.04710
0.05180	0.92660
0.22610	0.84980
0.14150	1.91140
0.10710	1.08940
0.00330	0.28830
0.10590	0.88460
0.07750	0.77740
0.05340	1.19300
0.11060	1.00240
0.02320	2.35120
0.00740	0.65450
0.02530	0.53930
0.00210	0.61400
0.00320	0.72800
0.04230	0.64550
0.09450	1.01350
0.09040	0.70120
0.03940	0.73520
0.11870	0.81390
0.01730	0.65260
0.09180	1.03130
0.11780	1.04140
0.00080	0.55480
0.00150	0.53860
0.00000	0.69640
0.06650	0.86620
0.17910	0.68060
0.11450	0.49600
0.00530	0.77350
0.04530	0.38470
0.00230	1.09740
0.11170	1.18890
0.05410	1.13390
0.06060	1.56730
0.09730	1.29550
0.05000	0.86010
0.04780	1.41550
0.04810	1.13210
0.09200	1.03030
0.00400	0.54460
0.00950	0.34640
0.16260	1.18470
0.03900	1.40700
0.03270	0.78030
0.05160	0.72900
0.21580	91.14530
0.01560	0.48800
0.02560	0.44450
0.02550	0.72780
0.03140	0.52520
0.04130	0.85760
0.05040	0.84360
0.01410	0.68300
0.05490	0.61590
0.01980	0.36210
0.02250	0.29520
0.03870	0.59040
0.01280	0.24430
0.00430	0.07480
0.02160	0.51750
0.00000	0.36400
0.01890	0.41970
0.08060	0.47340
0.05610	1.16670
0.16950	0.86280
0.09660	0.41000
0.04160	0.39640
0.06130	0.49620
0.19570	0.73190
0.10420	0.89360
0.04330	0.45300
0.52830	68.03420
0.06110	0.48660
0.10100	0.54330
0.07580	0.89690
0.01660	0.65490
0.00000	0.57420
0.05540	0.58260
0.05160	0.94700
0.05240	1.13800
0.11060	1.09370
0.01290	0.66750
0.07130	0.69300
0.06330	0.38610
0.08280	0.64180
0.11200	0.52250
0.00980	0.56490
0.10860	0.56740
0.00000	0.65210
0.04190	0.82370
0.13220	0.50720
0.03010	0.72430
0.11970	0.83990
0.07440	0.40880
0.05990	0.63750
0.05140	0.49430
0.38310	0.67070
0.26640	0.67760
0.15810	0.56160
0.10880	0.59310
0.02750	0.75750
0.00510	0.35460
0.02940	0.40270
0.07600	0.81430
0.02900	0.62790
0.14840	0.73680
0.03540	0.44040
0.05840	0.78910
0.04020	1.15550
0.00560	0.40760
0.02170	0.85450
0.00370	0.29150
0.10390	0.56280
0.04030	0.40650
0.11960	0.37650
0.01380	0.40390
0.01520	0.50280
0.00500	0.52360
0.18030	0.68620
0.05740	0.75540
0.09190	0.49520
0.01340	0.58690
0.08950	0.56230
0.03150	0.35850
0.03630	0.43670
0.22070	0.57520
0.01540	0.46260
0.14660	0.70960
0.00580	0.96880
0.17880	0.38720
0.03730	0.58820
0.13340	1.29040
0.16710	0.52910
0.13790	0.91620
0.03220	1.09630
0.00000	0.21490
0.00780	0.51960
0.00670	0.12020
0.02420	0.96140
0.10320	0.81010
0.15190	0.63190
0.08960	0.79350
0.02520	0.30810
0.01840	0.64670
0.01970	0.31860
0.06920	0.54880
0.06020	0.35160
0.12960	0.88950
0.03970	0.59150
0.00350	0.16030
0.11530	0.55570
0.00000	0.50520
0.15270	0.63340
0.03760	0.56270
0.03130	0.54130
0.04620	0.42820
0.07720	0.74640
0.01330	0.41590
0.03090	0.38600
0.01890	0.66170
0.05660	0.42700
0.01080	0.40120
0.12140	0.55100
0.06910	0.70580
0.06350	0.41340
0.02500	0.56930
0.20960	0.62020
0.07260	0.91600
0.21110	0.59230
0.04590	0.37800
0.02470	0.55820
0.00050	0.53690
0.00730	0.34200
0.01490	0.71190
0.01280	0.42690
0.00940	0.38840
0.04670	0.64850
0.23140	4.57220
0.00840	0.44840
0.04900	0.47460
0.01150	0.55440
0.02700	0.18330
0.01060	0.54420
0.00000	0.63070
0.00870	0.65710
0.00830	0.60710
0.05170	0.39530
0.04450	0.35710
0.01110	0.39410
0.00390	0.34660
0.11200	0.56110
0.04790	0.40330
0.00260	0.23340
0.05870	0.52060
0.00000	0.29550
0.12570	0.48650
0.12850	0.44340
0.06210	0.64870
0.06720	0.41370
0.03000	0.29860
0.01880	0.21380
0.04390	0.37550
0.01650	0.44540
0.09410	0.76690
0.04840	0.47250
0.07130	0.61470
0.03290	0.32440
0.04330	0.41190
0.01110	0.51340
0.00910	0.41460
0.01090	0.35890
0.00620	0.54080
0.06890	0.51160
0.05110	0.26320
0.00870	0.44420
0.29270	0.97920
0.05720	0.72410
0.07860	0.52610
0.00360	0.28900
0.00780	0.75050
0.00120	0.21410
0.20500	1.10530
0.12570	0.90150
0.00910	0.54750
0.00630	0.42120
0.09570	0.68630
0.02460	0.47280
0.01020	0.47830
0.01620	0.65300
0.05040	0.49820
0.07420	0.74720
0.04880	0.68880
0.02070	0.57840
0.01950	0.41210
0.01000	0.41880
0.00360	0.38360
0.03230	0.56690
0.00280	0.45600
0.01600	0.60730
0.00000	0.28890
0.08040	0.55100
0.12850	0.51570
0.03510	0.37730
0.05670	0.76110
0.09960	0.57240
0.05090	0.72630
0.01230	0.52130
0.00730	0.41940
0.03980	0.48140
0.01060	0.41700
0.00900	0.50100
0.08050	0.67740
0.02050	0.17190
0.01170	0.37120
0.03260	0.29380
0.07370	0.44040
0.00270	0.18320
0.01180	0.45560
0.01170	0.42520
0.07320	0.56200
0.15340	0.77660
0.02870	0.16020
0.04250	0.42310
0.16210	0.52060
0.02000	0.76380
0.01770	0.63170
0.01380	0.62190
0.08740	0.45210
0.00420	0.37890
0.06020	0.81450
0.01730	0.45100
0.01200	0.57370
0.00170	0.33420
0.01840	0.37820
0.04790	0.50360
0.03200	0.69260
0.11880	0.84240
0.02480	0.71280
0.08420	0.61240
0.02160	0.67600
0.01060	0.41830
0.07360	0.46820
0.01500	0.56420
0.21320	0.52250
0.04810	0.53540
0.03760	0.26890
0.07340	0.47060
0.09580	0.87890
0.00070	0.63300
0.18600	0.66780
0.12360	0.48330
0.08220	0.71110
0.08580	0.70670
0.00220	1.56150
0.01940	0.39590
0.07990	0.40960
0.05680	0.58040
0.06070	0.62240
0.12190	0.49140
0.01930	0.40550
0.05690	0.68300
0.06840	1.07860
0.18600	0.82700
0.00280	0.49280
0.15880	0.66880
0.00700	0.46600
0.02340	0.45370
0.01750	0.36910
0.03460	0.69490
0.22130	0.66310
0.00410	0.33370
0.00410	0.17760
0.08280	0.57670
0.01080	0.24500
0.04680	0.37720
0.06020	0.47620
0.10800	0.84580
0.09410	0.58720
0.02280	0.28540
0.02460	0.43830
0.00550	0.49390
0.05300	0.61870
0.03910	0.88490
0.02030	0.88210
0.03250	0.64730
0.00000	0.75650
0.02400	0.77510
0.03280	0.33340
0.05520	1.19430
0.08380	1.13480
0.06400	0.50470
0.10660	0.45400
0.01470	0.35330
0.02570	0.33100
0.09410	0.55590
0.01220	0.68230
0.10630	0.35630
0.00690	0.69930
0.06560	0.45830
0.02390	0.51360
0.04560	0.64210
0.04820	0.72680
0.01950	0.45050
0.00750	0.34310
0.01510	0.55840
0.02720	0.49740
0.03870	0.51340
0.03660	0.42750
0.05330	0.49960
0.01010	1.00080
0.05980	1.19620
0.00560	0.46560
0.14410	1.03760
0.04490	0.41850
0.02750	0.46200
0.12010	0.66680
0.15690	0.64560
0.02460	0.88170
0.05350	0.51420
0.03650	0.55600
0.22090	0.62740
0.07520	0.91140
0.02440	0.78410
0.02440	0.78410
0.06230	0.79850
0.03420	0.81680
0.03490	0.55850
0.04710	0.70350
0.05350	0.78460
0.01630	0.39900
0.00270	0.55510
0.00000	0.32370
0.04530	0.72630
0.00080	0.20090
0.00170	0.37170
0.04510	0.76630
0.10820	0.73760
0.04870	0.54500
0.14270	0.74420
0.03700	0.60400
0.09210	0.65770
0.03540	0.58540
0.05060	0.57240
0.13120	0.56150
0.00660	0.45180
0.03520	0.48800
0.00350	0.21970
0.05390	0.31820
0.00770	0.42890
0.05390	0.62520
0.06630	0.61620
0.00830	0.42360
0.03620	0.38690
0.01110	0.78980
0.05600	0.81740
0.07020	0.39310
0.01750	0.90000
0.00780	0.48660
0.01010	0.87540
0.01450	0.66740
0.03450	0.51400
0.04640	0.67580
0.00040	0.37120
0.10330	0.67560
0.01030	0.29170
0.00720	0.64380
0.22580	0.46150
0.03200	0.55020
0.09350	0.58310
0.04850	0.44910
0.02130	0.41630
0.09260	0.61680
0.21910	0.63860
0.10940	0.67230
0.03370	0.75600
0.00250	0.55220
0.04820	0.69380
0.00690	0.33050
0.00000	0.39630
0.05340	0.54260
0.10620	0.51860
0.03350	0.55220
0.04570	0.50280
0.10720	0.48160
0.13430	0.59350
0.03720	0.44380
0.00000	0.23320
0.01870	0.56420
0.09820	0.59870
0.03370	0.30770
0.00000	0.45210
0.00000	0.14080
0.00000	0.31020
0.02640	0.60590
0.04900	0.84210
0.02030	0.75070
0.07720	0.39200
0.03420	0.33840
0.10150	0.49810
0.00000	0.14170
0.03390	0.67530
0.02650	0.45400
0.04830	0.69960
0.13380	0.66480
0.00610	0.50810
0.07150	0.49780
0.01290	0.49750
0.08860	0.44760
0.01220	0.19850
0.07300	0.57210
0.17060	0.70960
0.04790	0.48290
0.03340	0.56960
0.11390	0.75640
0.06190	0.35300
0.10110	0.54180
0.08450	0.24740
0.02310	0.58660
0.11120	0.60930
0.23400	0.74560
0.18800	1.00900
0.05180	0.44540
0.08580	0.49840
0.02980	0.60580
0.02870	0.43210
0.03000	0.62290
0.03740	0.37920
0.03220	0.56930
0.16750	0.46980
0.00760	0.49440
0.14230	0.48560
0.01270	0.38900
0.10840	0.53630
0.10430	0.40990
0.03550	0.63860
0.00690	0.58510
0.01790	0.44320
0.01050	0.44900
0.01470	0.48870
0.00900	0.27280
0.10230	0.56000
0.02670	0.41070
0.01820	0.30200
0.09180	0.54520
0.10830	0.57280
0.04000	0.34640
0.02190	0.57920
0.01020	0.29930
0.00620	0.31460
0.03150	0.74640
0.02710	0.69240
0.04580	1.26310
0.01720	0.51710
0.00270	0.26730
0.00150	0.25980
0.05030	0.32520
0.26040	1.14510
0.01470	0.48050
0.06120	0.35360
0.12120	0.73960
0.04400	0.54620
0.00750	0.46510
0.01040	0.34950
0.05860	0.40290
0.00590	0.71590
0.07400	0.79100
0.00610	0.48560
0.03100	0.68620
0.00750	0.30890
0.08880	0.57880
0.08760	0.31890
	
0.01340	0.52600
0.09710	0.47880
0.18540	0.54910
0.01940	0.46980
0.02510	0.54470
0.05590	0.40280
0.12420	0.44100
0.11910	0.65700
0.01030	0.30450
0.04090	0.50490
0.01980	0.29840
0.00650	0.29700
0.02010	0.35760
0.02240	0.35230
0.01440	0.38400
0.02110	0.29610
0.03150	0.50350
0.00220	0.23110
0.07160	0.37910
0.04590	0.47140
0.01780	0.53130
0.00830	0.66060
0.02630	0.37070
0.03470	0.45090
0.00830	0.62090
0.00000	0.41240
0.02500	0.43720
0.00860	0.22250
0.02020	0.55060
0.06920	0.37570
0.04920	0.55630
0.00870	0.46260
0.03220	0.46000
0.16190	0.70290
0.00990	0.52390
0.02940	1.11840
0.00710	0.48610
0.03900	0.55030
0.10850	0.50250
0.12540	0.46680
0.02400	0.48010
0.00490	0.61510
0.12840	0.64140
0.03440	0.64920
0.02720	0.47190
0.07410	0.41250
0.00000	0.41630
0.00300	0.40300
0.05770	0.75820
0.00510	0.36720
0.11930	0.61500
0.03100	0.34040
0.04440	0.36090
0.20480	0.60300
0.13400	0.40780
0.02930	0.44000
0.14710	0.56380
0.00000	0.37520
0.03010	0.39260
0.04710	0.38900
0.02250	0.50090
0.03300	0.36460
0.07910	0.53590
0.08720	0.49890
0.00470	0.67400
0.00110	0.29910
0.00000	0.45190
0.00730	0.46000
0.04510	0.32630
0.09990	0.39150
0.06060	0.31580
0.07550	0.39540
0.00800	0.26520
0.00000	0.24420
0.00700	0.36720
0.02770	0.29110
0.00280	2.81410
0.02530	0.95540
0.07880	0.59970
0.06300	1.51520
0.00860	0.41100
0.06750	0.74500
0.01690	0.59900
0.05130	0.29100
0.13710	0.34730
0.09750	0.32100
0.02360	0.87770
0.04420	0.49010
0.08450	0.48470
0.03360	0.67560
0.02740	0.40010
0.21980	0.71370
0.01120	0.37070
0.01580	0.39790
0.06070	0.42620
0.07590	0.66030
0.00040	0.35760
0.05120	0.77560
0.00000	0.23090
0.02240	0.45260
0.04000	0.39040
0.05870	0.67700
0.08190	0.47000
0.08820	0.39090
0.00650	0.61790
0.06390	0.45290
0.03290	0.44060
0.01060	0.52300
0.02720	0.57580
0.00510	0.78960
0.00600	0.33530
0.00610	0.94430
0.05150	0.55660
0.02170	0.46760
0.02100	0.57470
0.04900	1.06930
0.04630	0.41810
0.01610	0.44090
0.10360	0.63290
0.03610	0.58100
0.01750	0.54530
0.01830	0.36470
0.00800	0.31220
0.00980	0.41760
0.12430	0.37400
0.08970	0.35020
0.03890	0.51160
0.05250	0.44030
0.01300	0.27180
0.12470	0.50960
0.06920	0.49120
0.04140	0.48180
0.01500	0.39020
0.00000	0.26540
0.10550	0.54900
0.07810	0.52870
0.04540	0.49780
0.03600	0.56490
0.02370	0.21690
0.01400	0.64880
0.04840	0.52750
0.03960	0.49060
0.06120	0.53980
0.11440	0.77520
0.01310	0.37580
0.03170	0.36210
0.06530	0.55410
0.06180	0.82500
0.10710	0.62000
0.00330	0.90680
0.20610	0.74960
0.08440	0.61110
0.03850	0.54340
0.03120	0.65670
0.04930	0.73250
0.01160	0.64980
0.04500	0.58340
0.03030	0.46980
0.05890	0.38400
0.10430	0.39060
0.00000	0.26420
0.00270	0.60990
0.00550	0.57700
0.01770	0.31450
0.17010	0.32570
0.02550	0.32760
0.05100	0.42260
0.04050	0.41000
0.02670	0.45410
0.15450	0.52050
0.06030	0.64970
0.00360	0.48370
0.01390	0.34230
0.02420	1.11450
0.16780	1.10240
0.01930	0.22750
0.00860	0.76810
0.01330	0.29050
0.03870	0.85060
0.02370	0.50530
0.27230	0.79920
0.03840	0.21800
0.02330	0.53300
0.06650	0.55400
0.08550	0.59350
0.02180	0.50390
0.05460	0.66720
0.01380	0.46580
0.00000	0.65390
0.02050	0.56280
0.05390	0.58550
0.03540	0.94450
0.01220	0.50220
0.04430	0.66440
0.07010	0.40840
0.22630	0.41800
0.11090	0.66510
0.04630	0.67010
0.00450	0.32060
0.16270	0.56680
0.04190	0.96350
0.05380	0.46800
0.07270	0.47770
0.04160	0.68270
0.02430	0.48430
0.02890	0.44590
0.03390	0.46910
0.00350	0.41790
0.00440	0.32260
0.01520	0.60310
0.03060	0.38940
0.01930	0.78730
0.06450	0.59610
0.01480	0.72060
0.38920	0.92400
1.13590	13.01290
0.00210	0.34880
0.00360	0.19860
0.09580	0.57020
0.01560	0.66690
0.00400	0.32450
0.05070	0.56650
0.00980	0.23710
0.03560	0.50520
0.02850	0.36690
0.08950	0.62310
0.05250	0.33960
0.00270	0.31530
0.08830	0.53110
0.03770	0.43140
0.04610	0.48310
0.00170	0.30340
0.06660	0.39750
0.12150	0.43480
0.08200	0.49900
0.04880	1.01250
0.14200	0.81730
0.05360	0.39460
0.07880	0.98100
0.02020	0.40090
0.03770	0.53210
0.04060	0.51790
0.20860	0.74410
0.01660	0.23290
0.06830	0.58540
0.01100	0.39710
0.03590	0.34510
0.01150	0.36510
0.05500	0.40760
0.03900	0.48700
0.08170	0.77070
0.03570	0.47720
0.11320	1.28600
0.00280	0.36830
0.04250	1.52700
0.04600	0.37110
0.05480	0.95910
0.00070	0.68140
0.10190	0.68550
0.07670	0.50500
0.21130	0.51030
0.00140	0.18810
0.01350	0.29470
0.02330	0.36380
0.05460	0.71910
0.07360	0.22850
0.13730	0.62050
0.07880	0.57360
0.02680	0.53500
0.03690	0.38670
0.03180	0.36270
0.02550	0.61840
0.06550	0.82590
0.00000	0.98010
0.02310	0.47730
0.04210	0.42500
0.03070	0.19900
0.06550	0.52050
0.18170	0.61890
0.07310	0.45840
0.02070	0.49240
0.00810	0.49030
0.14030	0.48670
0.04780	0.32560
0.12480	0.66330
0.00000	0.24260
0.01410	0.27040
0.03100	0.88150
0.00690	0.58260
0.09540	0.28900
0.06480	1.56250
0.09430	0.54900
0.03730	0.36810
0.05150	0.37330
0.12350	0.47010
0.06780	0.45160
0.09510	0.91460
0.02850	0.37280
0.01740	0.53140
0.09600	0.56330
0.00000	0.26810
0.00720	0.15530
0.05960	0.49580
0.00150	0.31110
0.07550	0.66120
0.15180	0.57320
0.00480	0.27530
0.06970	0.45300
0.01320	0.32570
0.11320	0.59330
0.12000	0.56510
0.03840	0.46780
0.02260	0.59870
0.24850	1.92340
0.07380	0.97700
0.05520	0.31700
0.10480	0.59830
0.00890	0.62020
0.02190	0.36620
0.13640	0.72540
0.03240	0.67170
0.01330	0.36000
0.05260	0.46710
0.03910	0.37000
0.00150	0.48090
0.02690	0.54600
0.02200	0.37350
0.02100	0.50620
0.10260	0.53300
0.01130	0.38450
0.00000	0.17000
0.02280	0.29000
0.00990	0.26160
0.11750	0.36860
0.09350	0.54670
0.00280	0.36290
0.07340	0.61540
0.01940	0.50790
0.29230	0.84860
0.28990	0.81900
0.04290	0.49950
0.02110	0.31690
0.00190	0.64130
0.17300	0.51840
0.04960	0.39750
0.13910	0.98610
0.03020	0.54390
0.00700	0.37420
0.04680	0.51730
0.01700	0.43580
0.04430	0.27800
0.01520	0.62320
0.01580	0.49550
0.03120	0.49090
0.03470	0.33240
0.19760	0.69150
0.06680	0.87260
0.06190	0.42850
0.07500	0.40950
0.06830	0.46860
0.07920	0.47960
0.01820	0.43070
0.11060	0.43740
0.01300	0.30880
0.00000	0.06130
0.04130	0.36990
0.01810	0.34800
0.11920	0.75170
0.17160	65.46590
0.05080	0.45060
0.03470	0.69980
0.06040	0.47050
0.04190	0.50340
0.00000	0.23140
0.03130	0.19920
0.08640	0.61400
0.00650	0.08450
0.03170	0.36440
0.03070	0.69280
0.00000	0.21800
0.05580	0.57310
0.14610	0.41910
0.05490	0.41010
0.12880	0.91780
0.09760	0.58400
0.02180	0.62140
0.07680	0.45660
0.17170	0.62410
0.03700	0.47100
0.01780	0.45810
0.00000	0.06790
0.04200	0.43610
0.00270	0.41720
0.18890	0.57740
0.21690	0.73420
0.16590	0.97210
0.10360	0.65040
0.00000	0.35620
0.26700	0.75570
0.29290	0.70050
0.31430	0.59730
0.26860	0.68930
0.26700	0.75550
0.31430	0.59730
0.30650	0.82960
0.30650	0.82960
0.31210	0.82030
0.26500	0.79660
0.29100	0.71740
0.31990	0.78180
0.23800	0.66210
0.29320	0.71600
0.26500	0.80880
0.02220	0.45580
0.06780	0.36500
0.08500	0.53020
0.00980	0.33340
0.63900	2.10090
0.00130	0.43100
0.00840	0.34110
0.02700	0.42450
0.08430	0.75480
0.05250	0.64620
0.57320	1.11280
0.55990	1.02450
0.55240	1.24800
0.01840	0.31980
0.04290	0.50870
0.07510	0.58560
0.02740	0.33530
0.01710	0.43550
0.02060	0.53240
0.03490	0.67560
0.00610	0.53730
0.00820	0.38870
0.15970	0.58360
0.05120	0.82520
0.03210	0.66350
0.00290	0.65190
0.24700	0.88460
0.12510	0.70320
0.00380	0.69160
0.03830	0.46410
0.24770	0.49100
0.17230	1.19350
0.11240	0.37000
0.00740	0.39820
0.06210	0.60310
0.07640	0.44850
0.03390	0.42730
0.01250	0.33940
0.00750	0.41790
0.04610	1.26120
0.06760	0.60320
0.14020	0.60600
0.04570	0.44190
0.00320	0.23480
0.05820	0.27830
0.00000	0.74700
0.00270	0.29540
0.02980	0.72010
0.01900	0.60240
0.32530	0.95320
0.12420	0.76130
0.00050	0.45040
0.03310	0.58820
0.00640	0.33010
0.03490	0.56610
0.06350	0.33210
0.35510	0.69870
0.12010	0.54100
0.03630	0.55550
0.04030	0.53410
0.00570	0.45570
0.10270	0.87720
0.05040	0.69440
0.07240	0.99210
0.04090	0.47480
0.03700	0.24000
0.00300	0.11310
0.04500	0.36000
0.11240	0.44170
0.10050	0.43220
0.06030	0.41860
0.01270	0.79260
0.04380	0.88620
0.02660	0.31630
0.26230	1.12140
0.03390	0.55830
0.01590	0.91190
0.16020	0.47620
0.06700	0.74360
0.11770	0.72160
0.04190	0.54650
0.12480	0.47030
0.00300	0.60520
0.01230	0.45050
0.04250	0.67810
0.00890	0.78200
0.00570	0.76580
0.00000	0.30580
0.00270	0.38060
0.06280	0.33660
0.00950	0.15980
0.00820	0.15740
0.02190	0.67100
0.01030	0.33380
0.02260	0.43520
0.04940	0.34700
0.00000	0.22570
0.04340	0.49460
0.08020	0.65740
0.03820	0.70900
0.00600	0.17540
0.03620	0.45650
0.02730	0.74520
0.06100	0.53600
0.03990	0.76310
0.07900	0.68190
0.16100	0.87670
0.04090	0.97020
0.07830	0.58930
0.03570	0.66290
0.03520	0.37300
0.04880	0.48760
0.02650	0.50640
0.05790	0.42090
0.01830	0.57360
0.00940	0.47170
0.02140	0.53990
0.06340	0.56690
0.00480	0.54730
0.01220	0.46440
0.04570	0.51410
0.03210	0.56820
0.05590	0.43700
0.03500	0.56680
0.13850	0.70250
0.05990	0.95240
0.25740	0.72660
0.09930	0.83310
0.04180	0.53950
0.00880	0.40210
0.10310	0.59610
0.00980	0.79580
0.00720	0.35120
0.07670	0.55110
0.14100	0.74420
0.01960	0.56190
0.09840	0.70950
0.00310	0.53970
0.17250	0.70420
0.34420	0.89200
0.21700	0.60310
0.28000	0.83130
0.16400	0.66270
0.06700	0.43970
0.09080	0.46020
0.07260	0.54060
0.10950	0.59930
0.02070	0.38180
0.09450	0.59850
0.00560	0.43810
0.01420	0.45390
0.13290	0.95910
0.17370	0.63650
0.01590	0.41900
0.03010	0.27390
0.16610	1.13460
0.05480	1.02680
0.01980	0.44440
0.11560	0.58130
0.05090	0.62140
0.09700	0.36430
0.04850	0.53680
0.57890	2.05700
0.07850	0.49470
0.00180	0.44330
0.00280	0.34260
0.05560	0.48230
0.02500	0.51760
0.02070	0.41830
0.07490	0.68570
0.06440	0.51080
0.09720	0.83910
0.05840	0.49900
0.17170	0.61480
0.08080	0.81070
0.06750	0.55000
0.08270	0.83510
0.04130	0.60920
0.13710	0.69540
0.03250	0.39290
0.08420	0.65660
0.11380	0.46070
0.32860	0.85490
0.06870	0.74630
0.03330	0.58900
0.20420	0.81860
0.01510	0.62540
0.04030	0.64210
0.02950	1.02710
0.03200	1.37060
0.10120	0.97430
0.07350	1.34650
0.04790	0.47670
0.01150	0.31210
0.02580	0.35950
0.00000	0.41840
0.04500	1.21340
0.09720	1.13200
0.00000	1.26630
0.02940	0.67730
0.06390	0.39910
0.02440	0.72960
0.03540	0.46350
0.04940	0.32870
0.09720	0.82330
0.00300	0.53940
0.02960	0.59380
0.09670	0.32000
0.02160	0.66430
0.04480	0.74180
0.11900	0.52020
0.06240	0.28510
0.00660	0.31300
0.22530	0.96470
0.07460	0.68600
0.13430	0.42230
0.01880	0.47550
0.02070	0.54810
0.18140	0.48870
0.03560	0.42110
0.05890	0.82120
0.17190	0.94310
0.03210	1.20000
0.00140	0.27030
0.00300	0.14270
0.01440	0.43230
0.09140	0.67830
0.05700	0.57460
0.01360	0.47200
0.01840	0.28820
0.00800	0.49740
0.00000	0.40500
0.13690	0.74300
0.02380	0.38090
0.03180	0.62080
0.01700	0.30480
0.03800	0.36020
0.01600	0.35980
0.01070	0.48050
0.01640	0.96910
0.16930	0.96700
0.02900	0.70210
0.01340	0.75990
0.01910	0.77350
0.31890	1.05410
0.02640	0.54740
0.00950	0.43330
0.02870	0.57920
0.07790	0.73290
0.03570	0.38870
0.02140	0.48150
0.06500	1.03090
0.13290	0.55650
0.26830	1.07850
0.00110	0.68140
0.02640	0.75030
0.09740	1.05360
0.04150	0.82760
0.01290	0.68800
0.01630	0.67460
0.00700	0.41870
0.05900	0.82470
0.15430	0.58720
0.00350	0.58820
0.02350	0.54630
0.01050	0.33330
0.06520	0.55120
0.05150	0.19700
0.08110	0.48650
0.02590	0.46610
0.14750	0.64740
0.03400	0.64090
0.09160	0.49300
0.02120	0.56820
0.11750	0.52880
0.11170	0.70120
0.01410	0.31780
0.14010	0.52670
0.08510	0.70980
0.02460	1.25610
0.03100	0.49700
0.02160	1.14870
0.04660	0.47750
0.06740	0.49210
0.08660	0.38150
0.06760	0.91650
0.05270	1.64440
0.00000	0.45350
0.01300	0.45370
0.11970	1.11290
0.07010	0.86130
0.11410	0.98780
0.03180	0.91840
0.02610	0.90260
0.03390	1.10240
0.03320	0.49940
0.01540	0.53310
0.05220	0.42050
0.05150	1.48100
0.03710	0.57880
0.06480	1.28500
0.08770	0.97780
0.02060	1.18260
0.15310	1.29620
0.00510	0.78400
0.08690	1.55390
0.05690	0.51350
0.00000	0.39190
0.00660	0.51290
0.01920	0.43540
0.15060	0.63430
0.06610	0.59280
0.18880	0.88010
0.00000	0.36940
0.05780	0.76630
0.08160	0.52210
0.03560	1.29700
0.11090	0.80150
0.22180	0.98070
0.17720	0.63310
0.08490	0.56380
0.02500	0.60200
0.13970	0.84440
0.04180	1.37030
0.02400	0.37320
0.05720	0.89790
0.00360	0.36280
0.06750	0.40270
0.02370	0.85320
0.07830	1.20280
0.05140	0.72860
0.52020	0.66670
0.56250	0.72210
0.62460	0.81030
0.52380	0.69860
0.53040	0.67450
0.72380	0.76120
0.62250	0.86330
0.46270	0.76500
0.65290	0.76770
0.73980	0.70270
0.76420	0.91500
0.00250	0.29910
0.00730	0.55100
0.00000	0.76750
0.05700	0.39610
0.00360	0.34910
0.02920	0.33980
0.05170	0.63940
0.07240	3.97490
0.19110	0.75550
0.00610	0.40260
0.03610	0.30860
0.02230	0.57780
0.07200	0.63040
0.04980	0.50600
0.08480	0.29240
0.01480	0.39100
0.04770	0.54330
0.20250	0.62900
0.21370	1.04240
0.04860	0.87530
0.00430	0.43000
0.03200	0.66330
0.23010	0.56780
0.00390	0.40900
0.01040	0.39610
0.33770	0.95320
0.09050	0.96460
0.09050	0.96460
0.00000	0.31370
0.16310	0.42200
0.04670	0.75240
0.18200	0.72920
0.05150	0.49830
0.19780	0.61950
0.01780	0.41760
0.03160	0.53050
0.04500	0.50500
0.07170	0.34190
0.05110	0.48660
0.10550	2.26100
0.03210	0.62570
0.05090	0.83170
0.07360	1.03650
0.06290	0.50550
0.03930	0.66820
0.02750	0.34560
0.11150	0.56520
0.00220	0.55350
0.06420	0.77090
0.17860	0.59600
0.00000	0.49260
0.15810	0.51820
0.02700	0.53910
0.05640	0.47520
0.02530	0.69680
0.04120	0.39390
0.01830	0.57210
0.18120	0.55810
0.32840	1.03950
0.04770	1.19790
0.13740	0.95380
0.08220	2.46430
0.00650	0.81420
0.03370	1.00590
0.18270	1.46950
0.27110	0.95780
0.01930	0.35070
0.01820	0.40160
0.16610	0.88260
0.12500	1.17930
0.00000	0.64930
0.06730	1.19730
0.02330	0.56310
0.06370	1.61640
0.14920	0.79690
0.16440	1.11470
0.03430	0.55900
0.23580	1.00890
0.01430	0.97060
0.00270	0.35190
0.16210	0.64290
0.16670	0.96610
0.00430	4.27740
0.10810	1.14510
0.56780	72.17030
0.05040	1.14280
0.12000	0.82720
0.04010	0.93000
0.01250	1.33020
0.12190	1.56180
0.05420	1.01380
0.01180	2.13740
0.01180	2.13750
0.05090	0.52930
