dN	dS
0.07360	1.20360
0.02500	0.51760
0.23950	0.67020
0.57890	2.05700
0.03940	0.31060
0.00270	0.20260
0.09920	0.50020
0.18530	0.41850
0.01340	0.58070
0.02800	0.71550
0.20810	0.75810
0.20250	0.62900
0.12130	0.80280
0.01840	0.38660
0.06640	0.39520
0.07580	0.67630
0.15820	0.54240
0.09090	0.73640
0.01640	0.48860
0.02740	0.82840
0.10810	0.53720
0.03170	0.80590
0.08830	1.14350
0.03190	0.90710
0.01370	0.23060
0.03930	0.54220
0.05110	0.58280
0.00950	0.72070
0.03820	1.05120
0.09990	0.55970
0.06090	0.60530
0.09340	0.85900
0.01680	0.61480
0.13020	0.62120
0.10330	0.38640
0.00520	0.98630
0.61790	1.02780
0.54910	0.93240
0.04600	0.51200
0.16570	0.51610
0.02210	1.27280
0.02220	1.31140
0.03730	0.42740
0.00000	0.24260
0.06420	0.39240
0.19310	0.45660
0.04450	1.67470
0.02240	0.35230
0.01440	0.38400
0.19440	0.83210
0.51330	2.07790
0.51580	1.93430
0.53760	1.80800
0.58980	1.39720
0.50910	2.51590
0.51090	1.37600
0.55110	1.69190
0.51570	1.30040
0.51840	1.40430
0.58560	1.23600
0.52000	1.90930
0.55880	1.43580
0.53220	1.76770
0.54570	1.09350
0.54890	1.73150
0.53400	1.80950
0.01820	0.21870
0.31290	1.01730
0.23470	2.19630
0.24910	0.96560
0.21800	0.80200
0.34960	1.17880
0.01490	0.36980
0.03070	0.64440
0.06150	0.45960
0.01270	0.79260
0.02510	0.57540
0.08050	0.29260
0.01540	0.47770
0.03230	0.46790
0.01800	0.44270
0.07730	0.72040
0.12350	0.69760
0.22420	0.74790
0.09990	0.39150
0.06060	0.31580
0.07520	0.67090
0.11450	1.11990
0.20920	0.80370
0.09410	0.55590
0.33680	0.84820
0.19540	0.51280
0.11110	0.76110
0.07300	0.63650
0.04130	0.85760
0.20640	0.86090
0.05240	0.54730
0.02210	0.36430
0.02480	0.81470
0.02760	0.47280
0.18890	0.57740
0.14500	0.61660
0.13600	0.81640
0.23940	0.48520
0.04140	0.43750
0.10510	0.56690
0.04870	0.61230
0.01970	0.31360
0.07760	0.64290
0.12080	1.02440
0.15540	0.58070
0.01530	14.22400
0.06630	0.49910
0.02150	0.47220
0.03870	0.52580
0.05560	0.46320
0.29520	0.74930
0.00860	0.38590
0.24960	0.59680
0.03130	0.77150
0.09450	0.59850
0.05830	1.10910
0.00910	0.45140
0.03990	0.52060
0.26640	0.67760
0.15810	0.56160
0.04010	0.41720
0.01800	0.60720
0.12650	0.88040
0.01560	0.66690
0.02360	0.20210
0.08880	0.64080
0.16080	0.75790
0.09330	0.55530
0.22430	0.63350
0.58680	0.76120
0.00680	0.57420
0.02420	0.67350
0.04790	0.56020
0.01910	0.37590
0.06760	0.47280
0.00140	0.19090
0.18600	0.82700
0.07150	0.61050
0.34730	0.83450
0.06070	0.60890
0.09980	0.42400
0.01320	0.48790
0.01840	0.56970
0.09660	0.53680
0.08850	0.38780
0.00030	0.32540
0.05170	0.56090
0.03980	1.46100
0.10800	0.43160
0.04640	0.42940
0.03600	0.58110
0.03420	0.70180
0.09330	0.48780
0.07380	0.67350
0.00990	0.26400
0.04020	0.59090
0.22750	0.49450
0.10890	0.48060
0.08390	0.50300
0.04040	0.81100
0.02660	0.41720
0.05500	0.98780
0.01590	0.74880
0.13840	0.79190
0.34480	0.56220
0.00690	0.64290
0.59650	1.34510
0.00760	0.53950
0.03680	1.33030
0.00000	0.26840
0.19900	0.70310
0.03280	0.64240
0.03230	0.56690
0.00960	0.69240
0.08420	0.65660
0.02180	0.44220
0.01940	0.32070
0.01450	0.54640
0.04440	0.77360
0.02400	0.45970
0.61170	1.31710
0.02790	0.50260
0.11270	0.55240
0.21660	0.44300
0.05480	0.62570
0.16440	1.01330
0.03270	0.12410
0.02720	0.38740
0.05460	0.53050
0.03000	0.99170
0.03550	0.74340
0.07260	0.91600
0.01460	0.48930
0.02760	0.33900
0.00760	0.52010
0.04850	0.57160
0.06840	0.51860
0.05010	0.50150
0.11000	0.92870
0.02650	0.57500
0.57550	1.02700
0.41520	0.85770
0.05030	1.16770
0.05490	0.56230
0.06500	0.83400
0.04350	0.71190
0.01120	0.87700
0.31630	0.60320
0.03200	0.64310
0.02740	0.43180
0.15840	1.08720
0.00000	0.50110
0.09010	0.77250
0.09610	0.64590
0.06580	0.74510
0.00510	0.44380
0.18820	0.55480
0.00170	1.59950
0.08900	0.50940
0.19650	0.60020
0.18620	0.71020
0.10500	0.95660
0.01980	0.56100
0.09060	0.66520
0.01470	0.67430
0.01130	0.47800
0.00050	0.49020
0.24790	0.57030
0.04770	0.50350
0.01430	0.97060
0.08580	0.39830
0.05010	0.30610
0.35030	0.56560
0.07450	0.46160
0.10550	0.53930
0.06000	0.61670
0.16420	0.52080
0.06540	0.47310
0.07390	0.81830
0.03530	0.69270
0.00980	0.41360
0.00930	0.52390
0.08680	0.68650
0.01580	0.52970
0.17330	0.74650
0.01000	0.46710
0.01870	0.85750
0.01580	0.36730
0.03180	0.83250
0.03200	0.71820
0.25570	0.63440
0.04040	0.68910
0.30180	0.66180
0.12300	0.92690
0.26890	0.58680
0.03160	0.72620
0.63090	0.73510
0.03230	0.50210
0.15180	0.57320
0.05590	1.03900
0.04210	0.44320
0.34020	23.59210
0.21840	0.52330
0.19850	6.51590
0.00000	0.82920
0.18610	0.67050
0.10230	0.66710
0.44830	1.40570
0.02690	0.54600
0.14120	0.57150
0.10750	0.46940
0.05160	0.65630
0.00650	0.62210
0.09570	0.89560
0.00250	0.78990
0.03850	0.51170
0.19550	1.16160
0.05350	0.58540
0.18320	0.89500
0.18860	0.74330
0.21700	0.79790
0.00000	0.34160
0.24780	0.67300
0.00000	0.53260
0.47000	0.82930
0.51490	0.84150
0.47030	0.84260
0.49150	0.75570
0.09730	0.73970
0.12750	0.40880
0.05310	0.43190
0.00500	0.68920
0.01650	0.31620
0.05900	0.67770
0.46700	0.58130
0.05510	0.52850
0.15960	1.63900
0.04820	0.44940
0.01330	0.64860
0.00540	0.30670
0.16400	0.47900
0.02160	1.11490
0.07350	0.50360
0.00300	0.18320
0.02290	0.48830
0.15840	0.81440
0.02170	0.29120
0.07880	0.78230
0.08700	0.80040
0.03000	0.34990
0.23540	0.70760
0.00000	0.22570
0.01580	0.59510
0.24820	1.49700
0.08950	0.37020
0.03430	0.38090
0.13060	1.02360
0.04050	0.57140
0.10330	0.39580
0.08640	0.61400
0.05560	0.30620
0.02880	0.75950
0.54940	1.08190
0.49920	0.96260
0.42440	1.23360
0.35760	1.02600
0.20930	0.51180
0.04230	0.51250
0.01450	0.47380
0.02530	0.72470
0.13700	1.77360
0.07670	0.81080
0.06130	0.71430
0.04060	0.41130
0.24220	0.51810
0.04660	0.52180
0.07870	0.38020
0.24570	0.50850
0.05660	0.51690
0.26580	0.53300
0.08250	1.06580
0.09900	0.89380
0.00000	0.37020
0.14460	0.60640
0.01600	0.49630
0.08100	0.40070
0.45620	0.76430
0.12000	0.45890
0.02370	0.85320
0.03890	0.34500
0.11020	0.48790
0.05020	0.57420
0.04260	0.52530
0.02140	0.69060
0.01280	0.32040
0.07220	0.35300
0.04820	0.50100
0.08890	0.85850
0.03930	0.55210
0.02160	0.43690
0.19410	0.70960
0.08960	0.44980
0.03490	0.67560
0.04160	0.72550
0.12880	0.40800
0.04750	0.60050
0.11980	0.50030
0.02400	0.52100
0.06400	0.70220
0.07440	0.40880
0.07320	0.66800
0.01210	0.31240
0.07410	0.93850
0.02320	0.51610
0.08420	0.50210
0.04190	0.89420
0.04830	0.30490
0.35960	1.47040
0.00770	0.53300
0.08180	1.05280
0.04000	0.71170
0.06000	0.62220
0.10240	0.42960
0.07080	1.35120
0.04920	0.43200
0.00560	0.69640
0.04620	0.46090
0.04930	0.69180
0.09080	0.46020
0.17950	0.79560
0.04910	0.49200
0.04580	0.48420
0.04210	1.39750
0.02300	0.45210
0.04690	0.47820
0.05990	0.61000
0.06710	0.60160
0.02110	0.51740
0.42560	1.32280
0.00740	0.74560
0.24670	1.32640
0.01680	0.41400
0.02890	0.71660
0.02170	0.51230
0.13350	0.55330
0.06100	0.74820
0.06500	0.61960
0.00180	0.34820
0.08710	0.56280
0.17670	0.78320
0.02900	0.35780
0.09550	1.12370
0.10690	0.61500
0.01700	0.42630
0.02420	0.90690
0.08760	1.28680
0.00300	0.17320
0.18540	0.54910
0.03080	0.44100
0.30190	0.47180
0.19690	0.47440
0.19390	0.48630
0.45460	1.19420
0.54660	1.69340
0.09750	0.41710
0.23630	0.77880
0.10870	0.69800
0.12660	0.90480
0.02700	0.63030
0.02180	0.58190
0.00540	0.43710
0.10430	1.03300
0.04530	0.27030
0.01030	0.38080
0.14630	0.65930
0.01740	0.69610
0.02980	0.60580
0.04410	0.68260
0.01720	0.61170
0.10780	0.42860
0.10510	0.70910
0.11940	0.60870
0.18680	0.65860
0.36240	0.51870
0.04850	0.42770
0.07080	0.35810
0.13330	0.72460
0.15580	0.52120
0.02850	0.37280
0.07160	0.71140
0.12270	0.43900
0.02090	0.32410
0.03670	0.55070
0.00170	0.37300
0.03300	0.45580
0.06730	0.60150
0.16390	0.85390
0.03050	0.86740
0.02710	1.39010
0.05090	0.68300
0.10480	0.40480
0.02360	0.86320
0.09180	0.43760
0.09470	0.62050
0.05100	0.61390
0.02590	0.32430
0.08140	0.52580
0.32190	1.89550
0.01590	0.38320
0.02100	0.82010
0.02260	0.28080
0.12300	0.60470
0.02500	0.60200
0.11940	0.75440
0.05390	0.57620
0.06400	1.17720
0.13430	0.59350
0.01540	0.51230
0.26210	1.20870
0.00000	0.09420
0.03220	0.45700
0.01420	0.43160
0.48690	1.19980
0.00780	0.75050
0.61060	0.63330
0.12050	0.56870
0.04230	0.59290
0.14410	1.03760
0.12360	0.63940
0.00970	0.68720
0.37960	1.25140
0.04820	0.70160
0.01640	0.87170
0.06200	0.45700
0.05100	0.46100
0.10760	1.10210
0.17980	0.53220
0.08490	0.60070
0.04060	0.43050
0.10150	0.52600
0.16810	0.85990
0.11760	0.56630
0.09300	0.63240
0.12380	0.79490
0.06730	1.36510
0.00000	0.10560
0.03500	0.22800
0.29520	0.67730
0.11290	0.53160
0.04230	0.44650
0.05830	0.67620
0.01940	0.59650
0.21050	0.67370
0.23330	0.68090
0.52940	1.61560
0.12200	0.63860
0.08130	2.29230
0.02110	0.47180
0.04240	0.76880
0.01200	0.60430
0.00000	0.55900
0.02130	0.69560
0.01640	0.61440
0.52450	1.62020
0.21720	0.47300
0.07440	0.23310
0.28510	0.70030
0.03930	0.74280
0.03040	0.70250
0.21290	0.85850
0.22170	1.41510
0.14490	0.45100
0.04330	0.63640
0.05310	0.55970
0.03790	0.55750
0.05030	0.95190
0.06750	0.76870
0.03890	0.85670
0.13780	0.66630
0.02950	0.58180
0.12630	0.80210
0.29150	1.25450
0.45950	1.01030
0.02260	0.45940
0.10930	0.74160
0.03030	0.46570
0.04720	0.55690
0.02770	0.48180
0.05750	0.43720
0.06370	0.34370
0.00230	0.47090
0.06090	1.13050
0.09270	0.95700
0.04220	0.52530
0.26690	0.78990
0.26690	0.78990
0.25320	0.73990
0.26420	0.79550
0.24850	0.77560
0.28170	0.78450
0.28300	0.84940
0.25720	0.76250
0.02000	0.46760
0.09490	0.93330
0.10260	0.61700
0.01670	0.34230
0.03310	0.45900
0.04410	1.04080
0.00600	0.74430
0.02030	0.88210
0.01200	0.46650
0.27220	0.70920
0.59850	0.89460
0.24680	0.98800
0.00290	0.31580
0.11800	0.78630
0.03210	0.29550
0.00000	0.64760
0.03220	0.38360
0.10500	0.81770
0.11530	1.22560
0.13750	0.70540
0.53250	1.87560
0.08390	0.54660
0.05810	0.43470
0.06070	0.62240
0.08530	0.66640
0.21250	0.99280
0.03360	0.91750
0.04540	0.32840
0.16460	2.09390
0.07560	0.59600
0.16710	0.61180
0.50080	1.57760
0.14620	0.68090
0.08440	0.68450
0.00830	0.66060
0.17900	0.59490
0.01980	0.64860
0.18710	0.64800
0.45700	2.55070
0.47420	2.24300
0.48450	2.17600
0.56430	1.77780
0.46310	3.67430
0.50700	1.38110
0.48560	8.18510
0.53130	1.86860
0.52840	1.51540
0.63100	1.56970
0.48400	2.23090
0.56100	1.52890
0.52910	1.71260
0.54180	1.56360
0.47190	2.20770
0.54790	1.95360
0.08270	0.83510
0.03270	0.73310
0.27740	1.19620
0.03220	0.57910
0.14300	0.56950
0.27270	0.77530
0.05780	0.45130
0.03260	0.27940
0.04620	0.50130
0.01430	1.01640
0.00040	0.40430
0.54420	2.25630
0.76880	64.19970
1.12850	5.84410
0.65060	1.68000
0.82010	4.34150
0.60650	2.11140
0.75900	64.57030
0.76920	64.11990
0.75900	2.34730
0.78230	2.78090
0.11520	0.49760
0.00000	0.27200
0.44720	54.32440
0.11380	0.60080
0.03250	0.81150
0.09000	0.79420
0.03450	0.54550
0.02220	0.86420
0.07910	1.09180
0.04640	0.52030
0.00960	0.35360
0.03700	0.60790
0.03100	0.56850
0.16160	1.14370
0.02920	0.65000
0.01090	0.24980
0.09520	0.54620
0.02160	0.44160
0.31660	1.05300
0.03320	0.50650
0.00050	0.45040
0.31400	1.53100
0.08680	0.70250
0.04190	0.96350
0.03730	0.36810
0.04840	0.52940
0.08420	0.38840
0.10310	0.58510
0.19300	1.03350
0.21240	1.06330
0.20220	0.92650
0.16230	0.74740
0.21640	1.04930
0.18860	0.85560
0.20170	0.92410
0.20700	0.89970
0.00650	0.63950
0.08960	1.42880
0.08030	0.30600
0.12100	1.21470
0.05800	0.38400
0.06410	0.59160
0.22680	0.66610
0.03410	0.50970
0.11370	0.45240
0.01180	0.62440
0.09470	0.52320
0.16800	0.51610
0.05280	0.61800
0.36580	0.77790
0.03220	0.58340
0.11770	0.68650
0.05150	0.38740
0.01570	0.30000
0.04540	0.45570
0.16510	0.55000
0.01610	0.90320
0.05810	0.89940
0.04090	0.68520
0.04190	0.51120
0.03200	0.49120
0.43410	1.28750
0.03370	0.56340
0.03380	0.56340
0.13620	0.73410
0.02210	0.77780
0.04310	0.41050
0.13920	0.65820
0.11840	0.38670
0.03010	0.50940
0.34430	0.97500
0.01030	0.21190
0.37200	0.92170
0.02190	0.94360
0.05200	1.26210
0.32910	0.64260
0.06810	0.50740
0.09890	1.24450
0.15070	0.86940
0.10950	0.45550
0.04430	0.66440
0.16100	0.51760
0.09990	0.67880
0.02540	0.24740
0.04840	0.41510
0.22520	0.78480
0.14860	0.81160
0.03880	0.66690
0.02450	0.21750
0.08290	0.69450
0.32800	0.94810
0.43700	1.67470
0.22970	0.75440
0.08270	0.59590
0.31180	83.91110
0.04940	0.41730
0.07840	0.50810
0.06970	0.36330
0.07680	0.58370
0.03650	0.97460
0.11850	1.04830
0.06480	0.95330
0.04380	0.52790
0.42240	1.35930
0.06030	0.49520
0.18900	0.66100
0.22200	0.87680
0.22640	0.91990
0.22380	0.83650
0.18420	0.66410
0.23510	0.87380
0.21380	0.81290
0.07650	0.67820
0.10420	0.79380
0.11970	1.11290
0.02900	1.73320
0.01210	0.43950
0.56490	0.68430
0.06030	0.51940
0.00670	0.49330
0.32940	0.52960
0.20110	1.19390
0.04830	0.72130
0.05440	0.41120
0.04390	1.10380
0.22110	0.56930
0.11520	0.52490
0.01620	0.59540
0.09180	0.55960
0.01830	0.55540
0.22380	0.40400
0.09490	0.98920
0.09450	0.49510
0.04960	0.30500
0.08150	0.45470
0.08410	0.68350
0.20510	1.07810
0.27880	0.91300
0.11970	0.58170
0.13210	1.58800
0.07770	0.51400
0.10860	0.71530
0.17370	0.63510
0.01320	0.32570
0.08830	0.96140
0.18370	0.66090
0.20320	0.94980
0.07290	0.65260
0.72640	0.81630
0.47190	0.75310
0.16300	1.09570
0.00000	0.49670
0.16470	0.55610
0.18040	0.73950
0.23200	0.83350
0.00450	0.87570
0.00450	0.87570
0.02630	0.28330
0.11780	1.04140
0.18330	0.56300
0.31650	0.66400
0.00440	0.35630
0.04320	0.44370
0.13740	0.95380
0.08140	0.51850
0.08460	1.91710
0.21760	0.63670
0.07990	1.44950
0.11550	0.64330
0.00770	0.38360
0.50560	0.78830
0.05910	0.36010
0.02320	1.02150
0.01460	0.65040
0.00060	0.61750
0.02000	0.61920
0.02080	0.67620
0.04380	0.46960
0.00630	0.42260
0.03850	0.92080
0.00690	0.47950
0.40560	0.97840
0.03100	0.34040
0.04610	0.48310
0.29550	0.77000
0.20310	0.73420
0.01260	0.47070
0.01590	0.41900
0.07650	0.72520
0.09890	0.78450
0.07650	0.72520
0.07830	0.46440
0.25840	0.87810
0.00640	0.60960
0.22210	0.57600
0.33770	0.54000
0.43620	0.62700
0.04100	0.56090
0.03890	0.51160
0.02790	0.57210
0.04650	0.59210
0.01650	0.41120
0.16110	0.50170
0.15940	0.67310
0.56180	0.80040
0.01770	0.39290
0.49620	1.18770
0.01330	0.42940
0.09970	0.59020
0.09440	0.68420
0.22530	0.71930
0.23000	0.70110
0.04530	0.74750
0.11590	1.26470
0.04980	0.50600
0.02820	0.43730
0.08580	0.70670
0.00400	0.61390
0.02950	0.23750
0.15180	0.79580
0.01890	0.58560
0.00200	0.18470
0.01830	0.50640
0.08970	0.78700
0.00860	0.72650
0.12550	0.56670
0.00980	0.42270
0.04150	0.52960
0.08140	0.67140
0.01860	0.38010
0.01700	0.43810
0.05250	0.54810
0.01740	0.43650
0.02420	0.62510
0.06980	0.70300
0.02330	0.39620
0.23410	0.45560
0.00000	1.25090
0.21970	0.83790
0.03450	0.64440
0.00740	0.56810
0.00000	0.36400
0.19580	0.96380
0.00320	0.53770
0.18200	0.60810
0.19570	0.73190
0.10110	0.54180
0.09380	0.61000
0.03580	0.38780
0.10570	0.58800
0.02990	0.52650
0.02250	0.39280
0.01430	0.33760
0.18840	0.47060
0.03500	0.56680
0.01090	1.53020
0.23950	0.77120
0.01500	0.37970
0.05420	0.43080
0.00500	0.70860
0.13140	0.46630
0.40720	5.67620
0.72170	3.66430
0.01220	0.44620
0.16110	0.69790
0.01590	0.25960
0.07520	0.55350
0.15970	0.58360
0.04780	0.69010
0.03470	0.62330
0.30430	0.83860
0.11100	0.49230
0.17740	0.37550
0.05430	1.95710
0.04890	0.56750
0.09420	0.42280
0.07110	0.43570
0.08710	0.55280
0.04980	0.65350
0.00520	0.47680
0.07680	0.98720
0.08070	0.40790
0.01200	0.64530
0.05480	0.73270
0.09570	0.74670
0.01690	0.59900
0.07390	0.51860
0.04980	0.73330
0.02150	0.27300
0.01110	0.51340
0.01590	0.44670
0.02550	0.63350
0.01420	0.38240
0.07920	0.60690
0.16790	0.38490
0.01580	0.49550
0.07660	0.84620
0.18360	0.46140
0.01870	0.59580
0.03630	0.52550
0.17690	0.85290
0.17410	0.78870
0.01690	0.96890
0.03540	1.00500
0.07020	0.92520
0.30370	0.61180
0.02270	0.38110
0.46720	0.58140
0.04680	0.78550
0.05050	0.64680
0.08080	0.57200
0.04720	0.51690
0.09770	0.61400
0.02560	0.47630
0.03880	0.72320
0.07610	0.44360
0.11700	1.29270
0.06990	0.58080
0.13640	0.44420
0.17810	1.22580
0.15580	0.80960
0.03100	0.46140
0.06710	0.42650
0.03680	0.39600
0.18020	0.48830
0.34780	0.65130
0.01740	0.82470
0.17750	0.69380
0.15870	0.93750
0.04890	0.64710
0.01830	0.55430
0.51960	0.68750
0.53110	2.76040
0.51460	2.26970
0.55050	2.57100
0.62360	1.81580
0.52760	3.45400
0.55160	1.51730
0.55100	1.92260
0.57180	1.66040
0.54240	1.69960
0.63730	1.47940
0.54900	2.28790
0.56960	1.69310
0.60250	2.14570
0.63200	1.47320
0.54540	2.46130
0.54270	1.78640
0.00000	0.27070
0.03160	1.08490
0.07770	0.57280
0.08760	0.31890
0.00280	0.59890
0.06190	0.79660
0.01380	0.85920
0.10220	1.16150
0.31270	1.21680
0.21440	0.98340
0.03820	0.45690
0.05470	0.49170
0.00300	0.36710
0.07880	1.03160
0.09870	1.19780
0.08890	0.59910
0.07010	0.53990
0.04080	0.77810
0.01290	0.25910
0.10240	0.85130
0.03670	0.50230
0.13330	0.58730
0.15460	0.71860
0.03840	0.37980
0.03210	0.41230
0.09610	0.56380
0.07810	0.43570
0.00520	0.86570
0.01100	0.39710
0.12100	0.53710
0.05460	0.44240
0.08990	0.69760
0.02620	0.42120
0.03340	0.51910
0.08880	0.30050
0.32070	1.78540
0.06380	0.64430
0.02640	0.83470
0.00480	0.24060
0.17080	1.88650
0.18060	1.78320
0.42800	0.64980
0.15140	0.53950
0.13340	1.29040
0.07540	0.57730
0.04810	0.37370
0.07580	0.62040
0.20640	1.05290
0.06450	0.40880
0.00550	0.45670
0.16960	0.89330
0.11140	0.78350
0.00070	0.63300
0.10540	0.42220
0.05400	0.45770
0.08900	0.39440
0.04100	0.83290
0.16590	0.38310
0.11300	0.37000
0.00000	0.31170
0.03150	0.49780
0.07010	0.46480
0.09260	0.61680
0.05080	0.68910
0.02000	0.51290
0.01760	0.46860
0.13700	0.39730
0.03790	0.36350
0.10820	0.73760
0.10890	0.40740
0.02380	0.38090
0.03810	0.43650
0.01990	0.55780
0.01250	0.36570
0.07000	0.93760
0.13590	0.75630
0.08020	0.57780
0.09010	1.35560
0.05750	0.59060
0.09950	0.93960
0.11870	0.81390
0.06260	0.47140
0.08220	2.46430
0.28870	0.55460
0.04770	0.68450
0.17710	1.01480
0.02320	2.35120
0.04490	0.28920
0.05370	0.71550
0.22850	0.63050
0.11600	0.49220
0.04420	0.51400
0.09960	0.76560
0.04280	0.61630
0.12530	0.54710
0.12230	0.80930
0.06520	0.62630
0.03960	0.51380
0.90750	1.47210
0.16630	0.98860
0.36170	0.80320
0.15390	0.63590
0.08700	0.35450
0.01220	0.34000
0.09730	0.62570
0.15750	0.66590
0.13870	0.66420
0.10040	0.64830
0.02270	0.72090
0.17760	0.56920
0.11820	0.95780
0.03560	0.56720
0.22110	0.77120
0.26160	0.53990
0.22760	0.69610
0.02110	0.59960
0.15860	0.49760
0.05620	1.03220
0.10040	0.56890
0.10960	0.38270
0.04050	0.67260
0.12790	0.72650
0.00700	0.46600
0.00650	0.90050
0.15560	0.75290
0.10040	0.48060
0.12900	0.63260
0.06080	0.48690
0.15680	0.51540
0.15670	0.49490
0.00320	0.72800
0.09590	0.46860
0.00360	0.28900
0.11850	0.88330
0.19250	0.85620
0.32970	0.61750
0.01850	0.41720
0.12630	0.54120
0.05300	0.44210
0.63430	63.69340
0.09570	0.66130
0.14350	1.23920
0.04000	0.34640
0.04530	0.48230
0.11970	0.69620
0.16920	0.65140
0.10720	0.61770
0.06600	0.46820
0.03100	0.54520
0.30630	0.45410
0.01190	0.36890
0.01420	0.96430
0.10940	1.15360
0.00190	0.33750
0.01470	0.42450
0.26070	0.78120
0.07500	0.95050
0.01100	0.23090
0.11390	0.75640
0.07220	0.56040
0.11980	0.86770
0.01200	0.50690
0.15160	0.37890
0.22520	0.64090
0.05650	0.38890
0.07970	1.05120
0.07790	0.73290
0.01990	0.37400
0.12700	0.68820
0.12000	0.56620
0.03630	0.69110
0.03140	0.37150
0.05350	0.53790
0.05300	0.60670
0.10170	1.19760
0.09600	0.56330
0.36790	0.60220
0.08990	0.62520
0.12650	0.54720
0.07030	1.25020
0.10940	0.92320
0.03700	0.41350
0.05440	0.57750
0.17060	0.65420
0.22720	0.63090
0.15230	0.76470
0.18630	0.67080
0.17900	0.70080
0.23660	0.64870
0.20350	0.76770
0.20790	0.63660
0.19140	0.54530
0.04200	0.49700
0.08550	0.70200
0.17470	0.62030
0.01640	0.61090
0.19060	0.49840
0.00650	0.39220
0.13590	0.99570
0.00980	0.93910
0.01920	0.75610
0.04250	0.42360
0.13650	0.73620
0.22600	0.65410
0.20300	0.52290
0.01980	0.51290
0.11790	0.54330
0.07190	0.37130
0.00220	0.96220
0.03070	0.64640
0.36510	0.74170
0.04030	0.40650
0.31010	0.71710
0.00480	0.41000
0.03640	0.32900
0.18440	0.60030
0.18510	0.49850
0.04310	0.71130
0.06050	0.98840
0.01150	0.63230
0.09280	0.38710
0.09280	0.38710
0.01830	0.36740
0.00980	0.37330
0.07300	0.59840
0.08000	0.84390
0.00720	0.53930
0.01410	0.68300
0.05100	0.50250
0.01350	0.48500
0.08350	0.63420
0.14570	0.57290
0.26090	0.69230
0.16380	0.64020
0.23470	0.84700
0.02140	0.41450
0.05520	0.62620
0.01120	0.37890
0.02650	0.49250
0.02190	0.45510
0.02310	0.31040
0.03460	0.60890
0.15340	1.01740
0.07470	0.78200
0.00350	0.35940
0.20500	1.10530
0.12950	0.50590
0.01280	0.89820
0.01580	0.79370
0.03140	1.06610
0.04390	0.37990
0.01940	1.33970
0.07300	0.72660
0.08640	0.42490
0.46110	0.77050
0.03450	0.67720
0.06080	0.59910
0.21540	0.72760
0.03160	0.53220
0.02500	0.78930
0.10620	0.63410
0.34360	0.63450
0.11610	0.60250
0.07860	0.52610
0.17080	0.35490
0.42690	0.93950
0.12540	0.97070
0.01530	0.93090
0.14170	0.51020
0.01080	0.30520
0.13710	0.79350
0.17140	0.75590
0.03820	0.42660
0.02790	0.67110
0.04410	0.36870
0.09970	0.54390
0.02980	0.36880
0.16010	0.67910
0.03790	0.61930
0.08080	0.42450
0.06730	0.43420
0.07310	1.84960
0.11150	0.45150
0.38980	0.73600
0.92030	1.09470
0.84190	1.32690
0.92030	1.09470
0.82020	1.23160
0.92030	1.09470
0.82380	1.30130
0.96560	0.98500
0.82230	1.23250
0.83930	1.21690
0.81940	1.24830
0.82230	1.23250
0.82230	1.23250
0.81740	1.33010
0.82230	1.23250
0.82230	1.23250
0.92030	1.09470
0.82230	1.23250
0.80870	1.21540
0.82380	1.30130
0.78060	1.10890
0.68470	0.77860
0.81960	1.38410
0.94430	1.03100
0.82230	1.23250
0.82380	1.30130
0.91650	1.01180
0.68840	0.90300
0.82230	1.23250
0.92030	1.09470
0.81850	1.24330
0.82380	1.30130
0.83230	1.40880
0.87860	1.15790
0.65370	1.18580
0.92030	1.09470
0.72190	0.66000
0.85400	1.36550
0.82230	1.23250
0.82020	1.23160
0.72620	1.11350
0.81940	1.24830
0.81940	1.24830
0.82020	1.23160
0.82380	1.30130
0.81740	1.33010
0.89690	0.89360
0.82230	1.23250
0.81030	1.23100
0.94430	1.03100
0.92030	1.09470
0.83330	1.21760
0.82230	1.23250
0.83930	1.21690
0.83350	1.20070
0.82230	1.23250
0.82020	1.23160
0.91250	1.11350
0.82230	1.23250
0.82230	1.23250
0.83330	1.21760
0.81940	1.24830
0.81030	1.23100
0.84190	1.19260
0.82230	1.23250
0.83130	1.10970
0.72570	0.74550
0.92030	1.09470
0.84360	1.36910
0.84190	1.32690
0.82230	1.23250
0.82230	1.23250
0.17180	0.28290
0.82230	1.23250
0.83050	1.35630
0.83930	1.21690
0.82370	1.19390
0.82230	1.23250
0.08740	0.45210
0.00420	0.37890
0.06800	0.93640
0.04460	0.62670
0.04960	1.49950
0.02150	0.67240
0.16610	0.58080
0.09820	0.57700
0.33850	0.66740
0.20510	0.73870
0.28150	0.72380
0.10660	0.53430
0.01480	0.39100
0.21000	0.54230
0.07370	0.52160
0.08960	0.79350
0.02410	0.62250
0.08980	0.58190
0.40550	0.68210
0.29660	0.45110
0.29660	0.45110
0.40720	0.66530
0.39110	0.63070
0.02080	0.34740
0.15820	0.63880
0.24050	0.80210
0.09980	0.51160
0.06310	0.38060
0.00000	0.34360
0.01010	0.56140
0.10960	0.97730
0.08630	0.76550
0.02300	0.61750
0.01580	0.39790
0.19100	1.24040
0.07000	0.47990
0.10310	1.43410
0.05060	0.69350
0.11700	0.51840
0.05130	0.49140
0.05860	0.56360
0.05230	0.70630
0.01380	0.28280
0.06990	0.64780
0.01780	0.45810
0.21370	0.41960
0.36070	0.49020
