dN	dS
0.02890	0.33900
0.03390	0.54820
0.00590	1.33290
0.05840	0.52950
0.10350	0.65510
0.02710	0.95210
0.05340	0.44700
0.27250	1.04570
0.20660	0.65070
0.10920	0.48100
0.06710	0.57290
0.86030	9.87840
0.06180	0.35170
0.13540	0.47490
0.32180	2.58820
0.34560	2.27190
0.34590	2.32670
0.32170	2.67920
0.33400	2.71710
0.40230	29.64060
0.08690	0.82740
0.08820	0.53540
	
0.02860	3.96570
0.04520	0.48030
0.29170	0.64760
0.03570	0.47720
0.05280	0.46190
0.03970	0.54260
0.00360	0.35390
0.04240	0.56740
0.07620	1.19510
0.30250	1.15570
0.08190	0.92120
0.02970	0.34610
0.02250	0.31160
0.04800	0.75470
0.01460	0.31550
0.10400	0.65440
0.07620	0.95070
0.04880	0.74400
0.28610	1.29830
0.03740	0.29490
0.14480	0.57490
0.00000	0.42900
0.00180	0.51480
0.03370	0.64670
0.03450	0.37560
0.02440	0.58890
0.13540	0.79700
0.10350	1.03720
0.33150	1.13810
0.36630	1.12080
0.35080	1.15200
0.39970	1.06440
0.34680	0.96570
0.35420	1.19540
0.33030	0.98710
0.39180	1.29040
0.33270	1.13070
0.31520	1.22200
0.32820	0.89730
0.33950	1.16950
0.32790	1.17670
0.35920	0.87260
0.15190	0.94720
0.25310	0.99470
0.07880	0.50520
0.31870	0.79460
0.01780	0.52900
0.06700	0.46030
0.06830	0.54560
0.07030	0.55740
0.00130	0.66450
0.14280	0.65960
0.16370	0.50820
0.12190	1.56180
0.14330	0.92450
0.11710	0.66890
0.03480	0.59300
0.08310	0.72310
0.04900	0.87180
0.08760	0.72390
0.02050	0.91780
0.10110	0.60250
0.02580	0.42740
0.00000	0.26130
0.40500	0.97660
0.52720	1.02490
0.51570	1.04680
0.13710	1.37980
0.23230	0.55960
0.06530	0.92020
0.00180	1.83340
0.28180	0.48310
0.10310	0.73950
0.02310	0.85100
0.02630	0.16570
0.04290	0.25030
0.00580	0.42460
0.02730	0.77500
0.01830	0.60760
0.14700	0.50890
0.20960	0.63100
0.04010	0.42950
0.00690	0.69930
0.16380	1.00790
0.01060	0.54420
0.14010	1.01940
0.16090	0.68000
0.44420	0.66160
0.08020	0.61840
0.03670	0.68870
0.02180	0.52520
0.06800	0.39110
0.10440	0.44830
0.09980	1.22740
0.14780	0.78090
0.03440	0.84890
0.11010	0.71620
0.02590	0.58970
0.13340	0.92800
0.01310	0.31450
0.13810	0.81620
0.15250	0.72230
0.01220	0.31170
0.09560	0.57170
0.00000	0.98280
0.00000	0.88100
0.01670	0.49030
0.05310	1.95090
0.16050	0.43920
0.50890	1.14080
0.05850	0.29380
0.12430	0.47990
0.30660	63.64500
0.05600	0.81740
0.01480	3.45440
0.01790	0.52730
0.14070	0.65510
0.10370	0.64530
0.01420	0.51580
0.01430	0.53890
0.04440	1.12700
0.12440	0.56990
0.03170	0.50160
0.11220	0.61690
0.02090	0.47230
0.24130	0.75960
0.01340	0.52600
0.19040	0.77610
0.05180	0.92660
0.17580	0.81830
0.10830	0.65570
0.01610	0.62380
0.16070	0.58070
0.16290	0.63180
0.03800	0.44970
0.02640	0.75030
0.01550	0.37610
0.10800	1.00310
0.07530	0.56380
0.09860	0.55050
	
0.04290	0.78240
0.23350	0.90010
0.01440	0.67290
0.14250	0.70550
0.17720	0.63310
0.03420	0.89250
1.56160	13.33840
0.05480	0.65500
0.06470	0.32510
0.18880	0.83000
0.11580	1.00420
0.12620	0.72190
0.22660	0.95720
0.18810	0.89350
0.18750	0.80140
0.17150	0.79210
0.05210	0.98190
0.06900	1.29690
0.02300	0.86560
0.11720	0.77170
0.04610	0.54580
0.05100	0.35040
0.01080	0.39420
0.14150	0.49900
0.05180	0.35000
0.00550	0.25870
0.08010	0.58420
0.02810	0.62010
0.30700	2.78040
0.12670	0.83670
0.15110	0.76780
0.10290	0.53840
0.06580	0.54140
0.03710	0.44000
0.00710	0.22970
0.11170	1.18890
0.01710	0.63260
0.02070	0.41830
0.68580	1.45100
0.03690	0.75250
0.35080	0.53050
0.44210	0.82620
0.31560	0.59110
0.43670	0.59920
0.35570	0.61460
0.05030	0.42390
0.08760	0.87530
0.02180	0.29900
0.03910	0.46750
0.02330	0.85560
0.11870	0.46190
0.00970	0.90280
0.02700	0.55090
0.30880	0.61550
0.13530	0.45080
0.25150	0.96510
0.64660	67.75040
0.96040	7.51500
0.48430	1.25500
0.66110	2.86240
0.68180	1.66830
0.64600	67.50690
0.64740	67.33390
0.68720	3.05940
0.87230	2.55500
0.12440	0.55780
0.04270	1.37730
0.07020	0.68060
0.00560	0.39010
0.11150	0.55240
0.01290	1.10380
0.11440	0.77520
0.09010	0.82930
0.14560	0.59820
0.02710	0.45580
0.29970	0.94690
0.03000	0.52380
0.12440	0.38040
0.67570	1.05820
0.03610	0.81470
0.05140	0.67640
0.02060	0.61900
0.17530	0.52090
0.56550	1.51140
0.09250	0.48120
0.43190	1.03740
0.47680	0.92840
0.46900	0.93960
0.50750	0.92410
0.47280	0.96210
0.47110	0.95820
0.45500	0.97870
0.48990	1.20520
0.46760	1.13120
0.45880	0.97730
0.03030	0.55740
0.05690	0.59280
0.13470	0.37070
0.03250	0.58260
0.06900	0.45410
0.13850	0.68300
0.02360	0.87770
0.00000	1.03280
0.18870	1.17630
	
0.10050	0.57320
0.05320	0.34670
0.10260	0.74530
0.02040	0.68680
0.51410	1.02130
0.48540	0.93100
0.46880	0.91200
0.54310	1.20630
0.04510	0.66050
0.08870	0.64170
0.02880	0.42980
0.07760	0.94220
0.04400	0.35080
0.15400	0.54460
0.18030	0.52750
0.03000	0.62290
0.10060	2.02380
0.02080	0.57650
0.00510	0.69240
0.03190	0.45610
0.19320	0.59380
0.15270	0.48690
0.01440	0.43210
0.04530	0.38470
0.15350	0.75380
0.23120	0.74520
0.02480	0.71280
0.09460	0.39190
0.01420	0.40490
0.04590	0.62590
0.04010	0.77370
0.02500	0.69840
0.22160	0.65070
0.17860	0.59600
0.13030	0.53530
0.07860	0.56560
0.08010	0.62290
0.10590	0.71920
0.22950	0.68920
0.21970	0.67870
0.24900	0.74190
0.09060	0.50840
0.93170	2.33090
0.07450	0.74660
0.04410	1.31620
0.04100	0.50440
0.12010	0.61840
0.09210	0.65790
0.00660	0.26670
0.08880	0.88160
0.05530	0.64480
0.01000	0.31240
0.00180	0.23840
0.11730	0.54880
0.12730	0.39920
0.01070	0.42130
	
0.00470	0.83340
0.01650	0.57600
0.09160	0.69340
0.09410	0.69140
0.14240	0.78690
0.09950	0.45920
0.05090	0.49360
0.07480	0.53200
0.06610	0.92000
0.00970	0.58530
0.04070	0.37060
0.06160	1.02340
0.24920	0.59520
0.10040	0.49320
0.03790	1.14770
0.03160	0.78380
0.23700	0.63710
0.26230	1.12140
0.07340	0.47060
0.22870	0.76660
0.00090	0.90820
0.07770	0.71760
0.10840	0.47700
0.09620	1.27240
0.07880	1.07710
0.15560	0.32390
0.04110	0.46160
0.00580	0.47370
0.02510	0.70780
0.33210	1.39930
	
0.25960	0.72950
0.03750	0.65860
0.01420	0.37260
0.24640	1.30830
0.16360	1.12710
0.20420	0.72850
0.03470	0.64810
0.21550	0.51010
0.06600	0.66970
0.00390	0.34100
0.06230	1.04770
0.13580	0.44790
0.18180	1.03850
0.05150	0.49830
0.51990	74.42090
0.04900	0.47460
0.14830	0.59610
0.00000	1.34440
0.01960	0.70350
0.07590	0.56780
0.00850	0.30720
0.50490	1.07160
0.10390	0.40270
0.08570	0.49450
0.00220	0.73100
0.09390	0.71540
0.00190	0.11930
0.04750	0.52230
0.01460	0.33800
0.04570	0.65990
0.18290	0.85430
0.00090	0.90050
0.19820	0.82530
0.03560	0.74670
0.18010	0.98040
0.18510	1.14520
0.18610	1.03780
0.17940	0.90550
0.06240	0.61940
0.02020	0.53500
0.14890	0.90730
0.06700	0.51650
0.25740	0.72660
0.05060	1.16480
0.02640	0.27390
0.02240	0.45260
0.11380	0.46070
0.05140	0.59270
0.39530	0.65390
0.00000	0.65210
0.14600	0.53760
0.03940	0.47670
0.04500	0.36000
0.01500	1.41690
0.07720	0.74640
0.02020	0.54770
0.05960	1.06070
	
0.15870	0.63020
0.02910	0.50370
0.00180	0.25760
0.10340	0.54740
0.08840	0.89180
0.06480	0.47880
	
0.00470	0.09070
0.07860	0.49440
0.08240	0.67690
0.23800	0.75730
0.26090	0.62150
0.25060	0.70850
0.31600	0.79110
0.46070	1.09350
0.45450	1.12410
0.19930	0.59500
0.04100	0.51750
0.37950	0.82640
0.18680	0.49200
0.05750	0.92390
0.01250	0.60150
0.18750	0.68100
0.04490	0.46140
0.00000	0.40450
0.05080	0.39010
0.08950	0.67560
0.30380	0.75250
0.07210	0.64660
0.25220	0.72490
0.25120	0.80870
0.03300	0.36620
	
	
0.00190	0.30680
0.14840	0.61590
0.01530	0.74910
0.02950	0.63850
0.17380	0.70260
0.14140	0.71030
0.11000	0.68750
0.05160	0.63080
0.19990	1.24330
0.00060	0.55770
0.21400	0.58530
0.05250	0.98310
0.02470	0.51580
0.00570	0.45570
0.11970	1.47110
0.14900	1.14650
0.11120	0.74920
0.00780	0.35510
0.16040	0.62970
0.01260	0.35730
0.07600	0.62660
0.14290	0.95150
0.13270	0.59550
0.09460	0.76410
0.05270	1.64440
0.10180	0.74830
0.03360	0.67560
0.07870	0.87000
0.12170	0.48400
0.06250	1.39480
0.01270	1.19380
0.21660	0.74640
0.02690	0.93020
0.07280	1.32400
0.27170	0.90130
0.03710	0.28920
0.16050	0.74550
0.17920	1.58120
	
	
	
0.04030	0.55830
0.02660	0.63960
0.02170	0.45270
0.02410	0.50110
0.15730	0.76760
0.00000	0.40500
0.08860	0.64750
0.14300	0.93760
0.00260	0.26130
0.04070	0.48500
0.07120	0.44610
0.15410	0.58230
0.03910	0.76700
0.02380	0.43510
0.13070	0.95020
0.03170	0.36830
0.05690	0.63780
0.02110	0.31690
0.03590	0.71270
0.00620	0.31460
0.29990	0.46970
0.14110	0.58150
0.06970	0.92630
0.15050	0.50880
0.03770	0.43140
0.11630	0.93740
0.16040	0.55790
0.15790	0.55870
0.12540	0.46680
0.02670	0.56600
0.11530	0.43390
0.09530	0.57770
0.02560	0.48000
0.00500	0.45400
0.01260	0.58270
0.18960	0.66260
0.21320	0.88570
0.22020	0.92840
0.21190	0.88850
0.20070	0.64960
0.22820	0.88550
0.20620	0.78150
0.21210	0.37190
0.16080	0.61830
0.02030	0.40520
0.01900	0.71500
0.00980	0.24380
0.02340	0.81780
0.01150	0.84160
0.01320	0.33340
0.02650	0.84310
0.00500	0.30780
0.08200	0.78040
0.03820	0.43420
0.00850	0.48310
0.00180	0.39530
0.27880	0.74430
0.12980	0.83160
0.04830	0.49150
	
0.07240	0.49640
0.07970	0.86410
0.29400	0.82530
0.07020	0.72740
0.03850	0.71320
0.05740	0.85480
0.02650	0.31320
0.03720	0.44380
0.10650	0.62930
0.12620	0.64220
0.02350	0.52910
0.51220	0.88200
0.06980	0.40070
0.48920	1.55320
0.06680	0.71320
0.04100	0.84380
0.05360	1.25380
0.01730	0.71940
0.91700	1.88740
0.93270	1.62220
0.96470	1.13430
0.88770	1.33160
0.80890	1.33320
0.16860	0.55690
0.05130	0.48980
0.03930	0.56940
0.03020	0.75610
0.11240	0.44170
0.10050	0.43220
0.01040	0.31660
0.21420	0.96170
0.08110	0.47260
0.03540	0.60990
0.02020	0.50510
0.24870	1.74600
0.00840	0.56000
	
0.09410	0.58720
0.01720	0.25560
0.02840	0.62800
0.03560	1.04840
0.05500	0.37290
0.08160	0.77720
0.07250	0.52540
0.02720	0.62320
0.09370	0.44250
0.08840	0.54250
0.01360	0.47200
0.02590	0.45150
0.02910	0.38140
0.09140	0.60360
0.08940	0.77860
0.06770	0.54030
0.04790	0.50360
0.28840	1.05890
	
0.13160	0.60500
0.00680	0.95690
0.13710	0.69540
0.03830	0.58690
0.02620	0.58560
0.03200	0.37540
0.00620	0.45950
0.33870	1.32890
0.04830	0.69960
0.12420	0.76130
0.51410	1.02310
0.17610	0.76700
0.06200	0.53370
0.25960	0.66240
0.02990	0.62440
0.04380	0.76220
0.15690	1.14540
0.08240	0.76220
0.00060	0.58250
0.16520	0.68520
0.04770	0.60970
0.01430	0.40600
0.85240	5.83550
0.30850	0.47990
0.21550	0.82730
0.14570	0.51570
0.47520	0.79190
0.05600	0.57390
0.01330	0.57610
0.07950	0.46220
0.03060	1.29830
0.14720	0.63940
0.00000	0.23320
0.34600	1.39800
0.26760	0.71270
0.02050	0.40890
0.07720	0.55970
0.08760	0.74410
0.02630	0.66400
0.30230	0.58870
0.11440	0.66860
0.04600	0.33510
0.06250	0.37070
0.00370	0.58440
0.14650	0.62340
0.08550	0.49230
0.10290	0.65440
0.06330	0.91550
0.08950	0.56230
0.00540	0.32590
0.05120	0.66210
0.44560	1.09300
0.27970	1.20710
0.02540	0.51970
0.01260	0.50910
0.03110	0.47130
0.05320	0.17360
0.02460	0.70260
0.39150	0.50790
0.43950	0.95580
0.09250	1.05030
0.06810	0.41380
0.10080	0.54710
0.02330	0.56310
0.06990	1.02460
0.05740	0.75540
0.45710	0.68220
0.09230	0.79410
0.04860	0.66830
0.00470	0.41280
0.01440	0.56280
0.04340	0.55580
0.01000	0.48800
0.09210	0.52450
0.10850	0.83370
0.06230	0.79930
0.01530	0.59900
0.03600	1.35680
0.13390	0.85260
0.31740	0.53560
0.03800	0.74500
0.01340	0.58690
0.01460	0.19680
0.09000	0.36010
0.03540	0.60760
0.19260	0.87800
0.06750	0.33240
0.30260	1.11020
0.01170	0.80080
0.10440	0.58180
0.52150	1.69610
1.18410	2.79710
1.29310	10.69010
1.04840	3.31430
1.28730	2.70010
1.31130	6.72490
1.16790	2.72920
1.18870	2.50520
1.17720	68.86690
1.26740	72.67970
0.01290	0.52030
0.05300	0.41890
0.05530	0.63810
0.06670	0.38020
0.14350	0.47220
0.08290	0.68430
0.11340	0.41790
0.00880	0.40210
0.19110	0.75550
0.00610	0.40260
0.14170	0.57030
0.00000	0.26540
0.04890	0.86190
0.06450	0.20850
0.03550	0.55980
0.12090	0.78950
0.45880	0.93270
0.03920	0.74270
0.25150	1.15430
0.00860	0.97880
0.17120	0.88650
0.06390	1.08850
0.09280	0.41360
0.10690	0.54110
0.00410	0.60940
0.19650	0.75730
0.00710	0.31360
0.06280	0.76110
0.00300	0.11310
0.07180	0.38510
0.01730	0.82070
0.02450	0.86200
0.00400	0.40210
0.10590	0.88460
0.00670	0.73020
0.13090	0.61180
0.32010	0.73730
0.09200	0.50590
0.02470	0.79820
0.04530	0.55080
0.07530	0.49810
0.42150	1.55770
0.41650	1.72490
0.43960	1.31060
0.38330	1.31950
0.42250	1.52820
0.01490	0.41350
0.01550	0.58760
0.25130	0.81640
0.02080	1.23650
0.33200	0.76480
	
	
	
0.01030	0.61310
0.01220	0.70980
0.10420	0.89360
0.08580	0.65650
0.22050	0.56050
0.01010	0.58390
0.08280	0.47740
0.13100	0.41250
0.05900	0.82470
0.15200	0.87630
0.18410	1.08010
0.07880	0.49760
0.17740	0.82320
0.03250	0.39290
0.01770	0.37970
0.16180	28.95930
0.01620	0.42830
0.00950	0.49780
0.16050	0.57820
0.01850	0.49380
0.01580	0.19970
0.10670	0.83110
0.14350	1.13710
0.02160	0.51750
0.07480	0.81170
0.05160	0.70710
0.02710	0.70310
0.00440	0.56910
0.01220	0.46440
0.17880	1.16520
0.15650	0.73440
0.03890	0.44410
0.02450	0.43340
0.04320	0.52630
0.08620	0.61280
0.16850	0.49920
0.08290	1.69260
0.97050	1.59260
0.99940	1.16860
0.57440	0.90160
0.07180	0.65910
0.48780	0.83130
0.49000	0.87150
0.48620	0.81610
0.03070	0.46840
0.03090	0.31640
0.03020	0.47630
0.09190	0.55170
0.01510	0.62540
0.01210	0.46860
0.09900	0.92430
0.09270	0.88650
0.02240	0.51340
0.09490	0.73240
0.03870	0.51340
0.03140	0.65640
0.11060	0.53330
0.16540	0.87330
0.04220	0.69720
0.20470	0.74730
0.00430	0.51690
0.01700	0.43580
0.13420	0.33360
0.10810	1.14510
0.00090	0.39150
0.01140	0.45850
0.01030	0.29170
0.00480	0.56170
0.00000	0.45210
0.11920	0.75170
0.08080	0.55090
0.05480	0.49440
0.04080	0.40960
0.07360	0.46820
0.00230	0.25420
0.04250	0.71790
0.19720	0.63200
0.20270	0.59870
0.21640	0.64770
0.02110	0.42720
0.09650	0.38830
0.06300	1.51520
0.04790	1.43690
0.40310	1.08510
0.00000	0.81990
0.02720	0.62800
0.00360	0.70540
0.01920	0.43540
0.07590	0.35580
0.26730	0.90870
	
0.01180	1.17490
0.10210	0.58270
0.32960	0.78550
0.01020	0.76700
0.07700	0.41580
0.11190	0.52290
0.15220	0.62270
0.04880	0.95690
0.02250	0.55070
0.30690	0.66890
0.00000	0.37770
0.05830	0.48320
0.04940	0.49760
0.02990	0.49790
0.56010	0.81670
0.01850	0.48870
0.01110	0.83690
0.09280	0.92200
0.00750	0.39040
0.19300	1.58090
0.49720	1.54020
0.09240	0.72050
0.00280	0.38540
0.01150	0.37700
0.16600	0.75620
0.06280	0.61940
0.00460	0.33000
0.00560	0.43140
0.00210	1.06060
0.05210	0.40060
0.20780	1.86950
0.04210	0.44800
0.01190	0.30440
0.00240	0.53030
0.69280	1.37270
0.13990	0.78220
0.08700	0.40060
0.06040	0.54580
0.09580	0.87890
0.03460	0.41330
0.02360	0.94010
0.37450	1.20910
0.04370	1.00780
0.09280	0.70290
0.23450	0.70480
0.03320	0.49940
0.11060	1.00240
0.13810	0.79680
0.07200	0.63040
0.41790	0.85300
0.05030	0.42410
0.08450	0.24740
0.38400	0.64400
0.42560	0.67660
0.57010	1.21860
0.42350	0.68860
0.51940	1.11260
0.41960	0.68740
0.53410	1.04590
0.40780	0.65650
0.23400	0.74560
0.07920	0.69460
0.08780	0.56120
0.09180	0.57530
0.19770	0.79030
0.12800	0.38270
0.39660	1.39190
0.03320	0.79280
0.24810	0.80380
0.24980	0.77520
0.20150	1.01020
0.09890	0.53370
0.21180	1.02910
0.04990	0.52580
0.07910	0.56550
0.01520	0.26950
0.02550	0.42800
0.03680	0.47070
0.05180	0.52220
0.05570	0.45950
0.02390	0.76730
0.03200	0.39590
0.00780	0.70090
0.03350	0.72660
0.06770	0.55060
	
0.33320	0.68680
0.06430	0.99990
0.02610	0.85990
0.01590	0.34990
0.04520	0.92290
0.15990	1.16890
0.27870	0.64600
0.23950	0.70290
0.20720	0.64400
0.17840	0.76760
0.05640	0.70270
0.31890	1.05410
0.01090	0.42840
0.01940	0.54600
0.04170	0.72950
0.09260	0.38330
0.03340	1.27060
0.08280	0.57180
0.07030	0.83000
0.05660	0.62720
0.06960	0.39890
0.01350	0.34370
0.01520	0.54070
0.18440	0.68680
0.18320	0.69220
0.13070	0.61190
0.02680	0.60980
0.04980	0.95490
0.01580	0.50490
0.25840	0.46420
0.06360	0.50600
0.00400	0.57590
0.05590	0.43700
0.03450	0.50380
0.12200	0.85350
0.11870	0.79590
0.05070	0.52830
0.17640	1.08260
0.13530	0.62060
0.18370	0.60520
0.07800	0.50540
0.05650	0.83020
0.00300	1.18900
0.07710	1.28220
0.01040	0.46790
0.03210	0.40770
0.00000	0.24420
0.20490	0.79080
0.23390	0.72300
0.20710	0.50090
0.08510	0.68430
0.00640	0.37460
0.01250	1.33020
0.10580	0.63000
0.04850	0.81010
0.08960	1.31580
0.12190	0.46010
0.18380	0.38530
0.58560	1.19350
0.04580	0.51470
0.05190	0.59070
0.11800	0.44220
0.00230	0.35030
0.04550	0.65130
0.20640	1.78180
0.09740	0.55350
0.27880	0.51640
0.00920	0.69840
0.02040	0.77920
0.00870	0.42680
0.05130	0.99390
0.07780	0.76220
0.00140	0.49550
0.00650	0.29700
0.25140	0.75130
0.13550	0.53930
0.10830	0.63520
0.19620	0.77410
0.06020	0.66260
0.15640	0.58870
0.04960	0.60950
0.02230	0.47760
0.01480	0.26950
0.07230	0.53850
0.10910	0.47520
0.17520	1.07840
0.18200	1.01190
0.06910	0.70580
0.08380	1.13480
0.01420	0.27290
0.22160	1.51840
0.09500	0.97970
0.05370	0.86790
0.06870	0.34950
0.06100	0.30320
0.12240	0.71990
0.11630	1.54500
0.32170	0.57710
0.06840	0.51480
0.02170	0.80140
0.01910	0.38540
0.05390	0.57660
0.24770	0.73810
0.03170	0.53610
0.01920	0.34790
0.11440	0.34110
0.03250	0.48990
0.12130	0.62960
0.08060	0.75940
0.00780	0.23780
0.32250	0.82230
0.10120	1.40750
0.10470	0.50180
0.00690	0.58260
0.01950	0.41210
0.17930	0.59030
0.10690	0.82540
0.12150	0.86030
0.15400	0.66660
0.09190	0.50840
0.08030	0.54000
0.01620	0.51000
0.24720	0.91490
0.12360	0.58280
0.01800	0.58610
0.10630	0.73270
0.09280	0.49710
0.01350	0.57980
0.06430	0.96070
0.00130	0.43450
0.09130	0.63780
0.15610	1.01730
0.05230	1.10070
0.01780	0.41760
0.16220	0.64650
0.00000	0.36510
0.28110	0.54780
0.00290	0.56060
0.01980	0.33190
0.08760	0.57120
0.09120	0.69860
0.10090	0.81330
0.03980	0.74870
0.00650	0.49680
0.11860	1.96400
0.12920	0.55500
0.16660	0.69280
0.04340	0.73160
0.10050	0.63040
0.05940	1.18730
0.23010	0.56780
0.21060	0.55310
0.11570	0.34300
0.23010	0.87930
0.02150	0.67830
0.26960	0.75250
0.24350	0.88630
0.25470	0.82950
0.24440	0.95670
0.26690	0.80170
0.29960	0.84370
0.00000	0.22810
0.08390	0.62060
0.19700	1.05440
0.03910	0.33230
0.15270	0.63160
0.21040	0.71560
0.01050	0.44900
0.01290	0.27080
0.08550	0.93020
0.37560	1.13890
0.00180	1.01420
0.16450	0.82130
0.08620	0.47210
0.05790	0.42090
0.02060	0.53240
0.02310	0.45380
0.09950	0.62100
0.02190	0.41090
0.11210	0.86980
0.18480	0.41700
0.00790	0.43210
0.25740	1.34250
0.24510	1.31570
0.28280	1.17490
0.22470	1.28270
0.09050	0.58320
0.39610	0.62310
0.03830	0.45790
0.01450	0.35740
0.11040	0.95550
0.01200	0.23090
0.10780	0.61890
0.14020	0.60600
0.17270	0.59960
0.00360	0.19860
0.04650	0.50450
0.01830	1.45650
0.01830	1.43790
0.00100	0.50940
0.08470	0.64750
0.07310	0.61070
0.04360	1.01810
0.32630	0.80260
0.32090	1.13450
0.12180	0.49370
0.04620	0.52070
0.00000	0.65910
0.06940	0.37510
0.04710	0.41530
0.19160	0.57610
0.23250	0.60680
0.04100	0.29310
0.11420	0.86010
0.03740	0.54740
0.23960	0.56630
0.08300	0.69130
0.02520	0.63750
0.03670	1.11040
0.18160	0.94540
0.07690	0.67530
0.06620	0.56960
0.03550	0.36560
0.02730	0.33100
0.02730	0.33100
0.07140	0.98670
0.13790	0.91620
0.03110	0.59330
0.01470	0.51830
0.00040	0.35760
0.05090	0.52800
0.14860	0.75720
0.05240	1.13800
0.03620	1.03230
0.14580	0.60680
0.13100	0.82520
0.12650	0.95610
0.00090	0.42820
0.04460	0.44960
0.07710	0.61070
0.01680	0.42020
0.19290	0.59110
0.07560	0.96870
0.98780	2.35560
0.05920	0.50810
0.13450	0.46700
0.13830	0.61290
0.07480	0.44440
0.45850	1.81120
0.20890	0.61330
0.58050	1.53340
0.20790	0.98930
0.07740	0.53310
0.05750	0.31840
0.19500	0.88650
0.01120	0.47550
0.09660	0.93130
0.31540	0.73220
0.33190	0.68430
0.30900	0.66820
0.29210	0.74110
0.14330	0.71420
0.02420	0.30300
0.46690	0.74810
0.00000	0.33550
0.05860	0.57100
0.04550	0.46500
0.04470	0.40960
0.19020	0.77450
0.06780	0.44190
0.20840	0.66190
0.08420	0.97440
0.00950	0.42460
0.03220	0.71640
0.03010	0.79030
0.47750	1.54370
0.13270	0.56830
0.12520	0.81160
0.02330	0.66550
0.09330	0.50700
0.00280	0.49280
0.11410	0.53080
0.28360	0.85480
0.09930	0.71440
0.11540	0.94960
0.00000	0.28150
0.02680	0.29720
0.06450	0.51080
0.02420	0.49880
0.04340	0.60410
0.16730	0.59250
0.02490	0.96800
0.11670	0.47570
0.06900	1.71810
0.06230	1.18770
0.46350	1.32320
0.09770	0.56980
0.13710	0.66630
0.10330	0.67560
0.04920	0.68230
0.37530	1.06530
0.17660	0.95240
0.06220	0.88440
0.14410	1.46530
0.19540	0.95250
0.11580	0.41510
0.42530	1.23190
0.02020	0.39520
0.03670	0.41420
0.05100	0.44310
0.04060	0.32000
0.00770	0.32730
0.03930	1.62250
0.01440	0.13750
0.30340	0.59240
0.06470	0.56230
0.35270	1.15480
0.45340	1.66530
0.43810	1.08760
0.34730	1.25250
0.22530	0.66260
0.34920	1.20790
0.12910	0.37500
0.71320	0.95510
0.03030	0.40960
0.11520	0.64910
0.01230	0.45050
0.02170	0.76320
0.00810	0.23880
0.09570	1.54840
0.14240	0.54710
0.21840	0.93690
0.21580	91.14530
0.04060	0.57310
0.05520	0.45180
0.03760	0.44930
0.00480	0.43010
0.02560	0.71730
0.02150	0.24920
0.02510	0.54470
0.17590	0.91600
0.11750	0.65750
0.02670	0.85100
0.06380	0.67690
0.00730	0.38040
0.00440	0.60380
0.02050	1.27910
0.02370	0.57780
0.00000	0.30040
0.09790	0.78790
0.00040	0.41370
0.00890	0.54050
0.07000	0.92680
0.17080	0.57940
0.05110	0.50540
0.02870	1.13290
0.00450	0.47310
0.00880	0.77450
0.02760	1.02400
0.11900	0.39030
0.39880	0.50450
0.04330	1.68470
0.05670	1.69060
0.01110	0.42560
0.04340	0.72250
0.22190	0.58650
0.01510	0.54310
0.09990	0.54620
0.21360	1.32330
	
0.09340	0.45720
0.21150	0.63650
0.10120	0.97430
0.13470	1.23530
0.00000	0.39190
0.32310	0.69160
0.12940	0.69090
0.21490	0.67590
0.00000	0.13750
0.07070	0.38660
0.01600	0.51960
0.01400	0.42320
0.02730	0.58570
0.00970	0.36060
0.02430	0.63110
0.03700	0.47100
0.02560	1.20290
0.06510	0.97770
0.08220	0.84540
0.12450	0.62570
0.28040	0.60570
0.03690	0.57510
0.19430	0.58320
0.07610	0.86460
0.01680	0.64070
0.03260	0.46850
0.04140	1.07100
0.03350	0.51820
0.03240	0.53290
0.01130	0.53180
0.15960	0.74060
0.15900	1.02620
0.01340	0.87030
0.26480	0.85890
0.01070	0.48050
0.01820	0.72250
0.15200	0.82400
0.04000	0.56970
0.00180	0.42840
0.02160	0.50940
0.00000	0.10040
0.10190	0.47030
0.01900	0.70920
0.10560	0.75040
0.12880	1.04730
0.05580	0.82410
0.38440	3.35210
0.04650	0.84030
0.03210	0.41840
0.02770	0.42820
0.06430	0.59010
0.01940	0.60680
0.01850	0.54120
0.01840	0.37040
0.01580	0.34110
0.03870	0.66470
0.03220	0.43290
0.38670	0.59380
0.16440	1.00810
0.10070	0.43320
0.13000	0.43650
0.12750	0.57160
0.13200	0.57490
0.11690	0.33380
0.01820	0.15460
0.09430	0.40810
0.03370	0.32850
0.04010	0.94150
0.09870	0.86280
0.12270	0.68630
0.12510	0.70320
0.12070	0.34660
0.05040	0.69440
0.00210	0.61400
0.07350	0.71030
0.09410	0.91530
0.02020	1.84100
0.02890	0.92060
0.07500	0.45940
0.22520	0.43090
0.10270	0.71270
0.09570	0.68630
0.03080	0.68510
0.06240	0.92730
0.00960	0.40190
0.06910	0.51840
0.05420	0.64750
0.07020	0.74300
0.10710	1.08940
0.07440	0.59480
0.12700	0.43090
0.12530	0.67650
0.08090	0.78730
0.19250	0.73810
0.20250	0.73180
0.16820	0.76290
0.15410	0.58360
0.15220	0.59330
0.20900	0.55390
0.01270	0.48420
0.07230	0.38380
0.13140	0.65590
0.04490	0.59940
0.11030	0.64670
0.03580	0.49970
0.01420	0.38000
0.08850	0.53410
0.03260	0.66410
0.00610	0.94430
